feature,importance,importance_std,rank
FrameSF_Range,0.0022398149425900183,0.002249298269323084,86
FrameHNR_Mean,0.002234818679625328,0.003340397497613523,87
FrameCPP_Range,0.0022332341866784454,0.0021568360542894563,88
FrameGNE_Range,0.0022219431012662286,0.0022572909342573446,89
FrameHNR_Skew,0.0021998644504239023,0.0039030306708504187,90
FrameSCF_Range,0.002192321319480125,0.002453670756603464,91
FrameHNR_Hist1,0.002184642469116716,0.0032223675319680953,92
FrameDeltaMFCC_Hist0,0.0021728557318876555,0.0023666467821724137,93
FrameSSkew_Hist3,0.002163428572111638,0.003617685923887113,94
FrameSNR_Std,0.0021620963240298486,0.0034565120932383087,95
JitterPPQ5,0.002147577100606491,0.002499825366797932,96
FrameSHR_Hist1,0.0021455912836798948,0.003379345402856516,97
FrameMFCCVar_P95,0.0021303316901755513,0.0028282004937399447,98
FrameSFlux_P5,0.0021230007824777834,0.0034732090516243143,99
FrameSSkew_Hist1,0.0021194326180292407,0.004836592026394728,100
H1A3,0.0021164537619683932,0.002013747271528487,101
FrameSKurt_Range,0.0021147358077067903,0.002033918661599773,102
FrameSSkew_Range,0.002105786416794707,0.0026884123744127407,103
FrameE_Kurt,0.0021019273462607596,0.0037530076375403908,104
FrameSSkew_Hist2,0.002092488590054597,0.004276628139647805,105
OnsetStrengthStd,0.0020884457188630016,0.0028980094478450887,106
FrameAC_Hist0,0.0020879535871123115,0.002828233398635776,107
FrameAC_Range,0.0020812608619084827,0.002335046384880172,108
FrameSKurt_Skew,0.0020617925288846893,0.0020141511060453067,109
FrameSKurt_P95,0.0020615918612870666,0.0025206957547153413,110
FrameSFlux_Kurt,0.002057188054996741,0.0019516528320581076,111
FrameMFCCVar_Std,0.002026945386010772,0.0023258179152023774,112
FrameSSkew_Skew,0.002026058328250418,0.0030417571727835956,113
FrameSNR_Hist2,0.0020236892818541407,0.003115625089854554,114
FrameZCR_Hist1,0.0020191452066646454,0.0021697878280932397,115
FrameSBW_P5,0.002002290559458648,0.0026264327466415903,116
FrameZCR_Hist2,0.0019914743792876833,0.0020739499511547724,117
FrameSS_P5,0.001990528285729603,0.0021188788666673805,118
Tremor_CycleVariation,0.001987653731947594,0.0032068308705411564,119
FrameSE_Range,0.001965558988927927,0.0019598657080665987,120
FrameSC_Hist5,0.0019643529006506412,0.0032635068933165,121
VocalTractRegularity,0.0019579032383569587,0.0021619374314150036,122
FrameAC_Hist3,0.0019410058700622213,0.0032983602160656,123
FrameSKurt_Mean,0.0019365736535089078,0.0023917257201575407,124
FrameSFlux_Hist5,0.0019256649681920189,0.003253248378651205,125
FramePC_Kurt,0.0019227954236608249,0.0029778542766661165,126
GlobalVADRatio,0.001917732836041922,0.005254983608447447,127
FrameCPP_Skew,0.0019142267955524282,0.0023318453887422666,128
FrameAC_Std,0.001913783569147627,0.002121824732494735,129
PowerLineHum,0.001906201444411595,0.00144366165260583,130
FrameSS_Hist2,0.001900037508741247,0.0019447114090802222,131
FrameSFlux_Hist2,0.0018928777889117103,0.0033126113711822195,132
FrameSC_P95,0.0018922008147739732,0.002332178994919131,133
FrameSSkew_Hist4,0.0018886712939714609,0.0027691085478995492,134
FrameSR_Range,0.0018884456752582706,0.002256435660914548,135
FrameZCR_Hist5,0.0018786988650019876,0.0020854249631321485,136
FrameSSkew_IQR,0.0018784943356783396,0.0019949496436125836,137
MDVP_Jitter,0.0018658040400962798,0.0018734284304562049,138
FrameSSkew_P95,0.001864244440160566,0.0020704204802957766,139
FrameZCR_Hist8,0.0018602707856440978,0.0028137289650139257,140
FrameSKurt_Hist1,0.001857071175303883,0.003009770160305792,141
FrameSC_Hist4,0.001855121905268189,0.002515365288016939,142
FrameSHR_Hist7,0.0018521945166931173,0.001577407114733015,143
FrameE_Skew,0.0018490405112072084,0.003021889769013051,144
FrameCPP_IQR,0.0018472668891064067,0.002157963507589514,145
FrameSKurt_IQR,0.0018376970323763634,0.0020585411232809645,146
FrameSFlux_Hist9,0.0018343382138084753,0.0022259798299159687,147
FrameMFCCVar_Skew,0.001815997614174538,0.002675304897145147,148
DropoutRate,0.0018060241611152347,0.005143361137490274,149
FrameSHR_Hist9,0.0018025501874061754,0.0030701073216881955,150
FramePC_Hist7,0.00179866284795319,0.0030759648013503355,151
FrameSSkew_P5,0.0017931442100743834,0.003068025018341811,152
FrameSF_Hist6,0.001783482366103755,0.00236271145240546,153
FrameE_Hist0,0.001782483079867163,0.005160040556609054,154
